dataset,sample_index,segment_index,true,pred,correct,confidence,start_time,end_time,duration,window_frames,sustain_ratio,attack_pos,total_energy,spectral_std,spectral_flatness,error
normal_sustain,2,5,F:min,F:min,True,0.956215500831604,6.139,7.007,0.8679999999999994,119,0.17085816033439488,0.10084033613445378,1147.8042595386505,11.27585312712928,0.4294253353425369,False
normal_sustain,2,6,B:maj,B:maj,True,0.999431312084198,7.404,8.397,0.9930000000000003,131,0.14632909014714574,0.08396946564885496,1312.3722734451294,16.815743041230007,0.36612340044113023,False
normal_sustain,2,7,E:maj,E:maj,True,0.9918047189712524,8.803,9.527,0.7239999999999984,100,0.18833142157007324,0.1,1262.5755667686462,15.074369464414197,0.3464709241968944,False
normal_sustain,2,8,C#:maj,C#:maj,True,0.9997455477714539,9.875,10.794,0.9190000000000005,133,0.1696942388347309,0.09774436090225563,1139.9144611358643,9.597266670381321,0.48390428129844737,False
normal_sustain,2,9,G#:min,G#:min,True,0.9969319105148315,11.293,11.847,0.5540000000000003,51,0.47000085735030966,0.19607843137254902,1018.6152715682983,13.32977445663081,0.28070822163974785,False
normal_sustain,3,0,A:maj,A:maj,True,0.9931451082229614,0.101,0.726,0.625,88,0.23969246836454963,0.10227272727272728,1181.85799741745,14.025890223633988,0.3256145525613406,False
normal_sustain,3,1,B:dim,B:dim,True,0.999893069267273,1.04,1.952,0.9119999999999999,131,0.15181427508588471,0.10687022900763359,1328.9172670841217,16.298708126252226,0.33893412326280137,False
normal_sustain,3,2,G#:dim,G#:dim,True,0.9964652061462402,2.438,3.349,0.911,119,0.15661194461570374,0.058823529411764705,1291.6042122840881,16.389899351523635,0.3240794697207814,False
normal_sustain,3,3,D:min,D:min,True,0.9927681684494019,3.708,4.668,0.96,120,0.24462960359197405,0.09166666666666666,1251.5301578044891,12.400357184347007,0.4102495729622325,False
normal_sustain,3,4,A:maj,A:maj,True,0.9961076378822327,4.988,5.665,0.6769999999999996,110,0.20010134336075294,0.09090909090909091,1225.5704555511475,14.555605402824153,0.3646215701815292,False
normal_sustain,3,5,C:maj,C:maj,True,0.9768226146697998,6.155,7.047,0.8919999999999995,115,0.2389273970640792,0.06956521739130435,1082.309104681015,8.224442775018487,0.5059516244698863,False
normal_sustain,3,6,F:dim,F:dim,True,0.9973474740982056,7.391,8.3,0.9090000000000007,119,0.1838412846969843,0.08403361344537816,1497.0287437438965,17.588807685359484,0.35874976858880897,False
normal_sustain,3,7,A:min,A:min,True,0.9988534450531006,8.661,9.673,1.0120000000000005,129,0.1519106934243962,0.07751937984496124,1306.4196820259094,14.858025949036731,0.3512284741859288,False
normal_sustain,3,8,G#:dim,G#:dim,True,0.997879147529602,10.034,10.716,0.6819999999999986,106,0.19675183031500987,0.11320754716981132,1292.7778809070587,16.18006872454608,0.33690368022592454,False
normal_sustain,3,9,C#:dim,C#:dim,True,0.9977887868881226,11.161,12.173,1.0120000000000005,96,0.24609739365023556,0.125,1161.6426041126251,9.992258347328232,0.460624920520081,False
normal_sustain,4,0,G:min,G:min,True,0.6746294498443604,0.1,0.807,0.7070000000000001,107,0.21529607619889662,0.11214953271028037,1124.290342092514,12.30881431892533,0.36589363714677564,False
normal_sustain,4,1,E:maj,E:maj,True,0.9461379647254944,1.239,1.851,0.6119999999999999,94,0.220324717976455,0.11702127659574468,1243.660138130188,14.665934601166482,0.36523881267963215,False
normal_sustain,4,2,D#:maj,D#:maj,True,0.8107547163963318,2.241,2.99,0.7490000000000001,104,0.23504214111153718,0.08653846153846154,1126.2827129364014,10.23691604595287,0.4763680337862297,False
normal_sustain,4,3,A#:dim,A#:dim,True,0.9949546456336975,3.351,4.333,0.9820000000000002,130,0.15840405264593585,0.06923076923076923,1201.247398853302,13.655747467882632,0.4177267909288113,False
normal_sustain,4,4,D#:min,D#:min,True,0.999789297580719,4.738,5.756,1.0179999999999998,128,0.16756090672660456,0.0703125,1111.203040599823,8.645183214375557,0.48472515794764093,False
normal_sustain,4,5,C:dim,C:dim,True,0.9666096568107605,6.104,6.837,0.7329999999999997,106,0.21286160647046654,0.08490566037735849,1169.4887115955353,9.166936814494207,0.459759679467247,False
normal_sustain,4,6,C#:min,C#:min,True,0.7833744883537292,7.241,8.259,1.0180000000000007,134,0.18074033064265435,0.08208955223880597,1349.0383005142212,12.750823491618279,0.47176001029949155,False
normal_sustain,4,7,B:min,B:min,True,0.9994235038757324,8.665,9.375,0.7100000000000009,110,0.18070494018047237,0.09090909090909091,1222.7544186115265,16.084686046183027,0.3282701011980912,False
normal_sustain,4,8,F:dim,F:dim,True,0.9978395700454712,9.839,10.813,0.9740000000000002,131,0.16319073913072324,0.061068702290076333,1508.0141415596008,17.728261310383115,0.3517516919093015,False
normal_sustain,4,9,G#:maj,G#:maj,True,0.8512440323829651,11.242,12.118,0.8759999999999994,78,0.2625333276243368,0.1282051282051282,977.1472325325012,10.947563979842158,0.3484220513509137,False
normal_sustain,5,0,G#:min,G#:min,True,0.9997952580451965,0.1,0.771,0.671,105,0.20802562115721043,0.13333333333333333,1283.7713775634766,16.33458379631191,0.32223198842423867,False
normal_sustain,5,1,D#:maj,D#:maj,True,0.9996583461761475,1.226,1.878,0.6519999999999999,90,0.2648039667345838,0.1111111111111111,1104.5223903656006,10.408251678445449,0.42603810721656155,False
normal_sustain,5,2,C:dim,C:dim,True,0.9464735984802246,2.18,3.207,1.0269999999999997,125,0.1865211156404952,0.104,1279.3767037391663,10.225351838840155,0.48176091742480176,False
normal_sustain,5,3,G:min,G:min,True,0.8667221665382385,3.515,4.138,0.6229999999999998,95,0.2213971133087861,0.12631578947368421,1081.195044517517,12.143280851591312,0.36811568038717934,False
normal_sustain,5,4,F:maj,F:maj,True,0.9999904632568359,4.531,5.375,0.8440000000000003,114,0.21768850628880276,0.10526315789473684,1301.8946783542633,12.975403495140142,0.3880147982133336,False
normal_sustain,5,5,G#:min,G#:min,True,0.9991402626037598,5.741,6.732,0.9910000000000005,137,0.14109970355167506,0.08029197080291971,1440.636703491211,17.59880463425432,0.338946779872755,False
normal_sustain,5,6,C:maj,C:maj,True,0.9982969164848328,7.209,7.927,0.718,98,0.2520434233348064,0.10204081632653061,1076.0518083572388,8.563514946360828,0.4698910621693226,False
normal_sustain,5,7,C:dim,C:dim,True,0.9688369631767273,8.249,9.017,0.7679999999999989,106,0.2353405359809559,0.08490566037735849,1261.0838885307312,9.898866765605648,0.479669074868087,False
normal_sustain,5,8,F#:min,D#:min,False,0.347222238779068,9.386,10.33,0.9440000000000008,131,0.20730962716266932,0.09923664122137404,1457.286631822586,17.296860832740332,0.39141140048483175,True
normal_sustain,5,9,F#:min,E:dim,False,0.8416460752487183,10.777,11.542,0.7650000000000006,71,0.3186401316659719,0.1267605633802817,1051.6281094551086,9.7332706520726,0.3779512907699899,True
normal_sustain,6,0,F#:maj,F#:maj,True,0.9996501207351685,0.1,0.682,0.5820000000000001,93,0.23074715991272093,0.10752688172043011,1037.9461512565613,9.449133400812157,0.4060960536622648,False
normal_sustain,6,1,D#:maj,F#:maj,False,0.6140888333320618,1.097,2.004,0.907,125,0.24097209042990714,0.064,1250.9858527183533,10.733791729086501,0.49396422496060244,True
normal_sustain,6,2,D#:maj,D#:maj,True,0.6176895499229431,2.43,3.445,1.0149999999999997,129,0.20324292954326773,0.05426356589147287,1257.7584838867188,11.32386176426202,0.4889774587755035,False
normal_sustain,6,3,C#:min,C#:dim,False,0.28943100571632385,3.804,4.846,1.0420000000000003,142,0.2772978229154339,0.07746478873239436,1497.6079144477844,11.651943726539594,0.5670346491682358,True
normal_sustain,6,4,C#:maj,C#:maj,True,0.9944540858268738,5.315,6.344,1.029,136,0.3004176588942622,0.058823529411764705,1659.5566062927246,13.995154500136287,0.4936795284323903,False
normal_sustain,6,5,A#:dim,A#:dim,True,0.9993218183517456,6.764,7.524,0.7599999999999998,101,0.2265958871394556,0.06930693069306931,1297.7973546981812,13.346505952578823,0.42980456171848463,False
normal_sustain,6,6,F:maj,F:maj,True,0.999998927116394,7.845,8.656,0.8110000000000008,108,0.2140985884337956,0.09259259259259259,1309.9191362857819,12.725610508370515,0.3986414608682559,False
normal_sustain,6,7,F:dim,F:dim,True,0.9972001314163208,8.992,9.852,0.8599999999999994,111,0.194853210230534,0.08108108108108109,1512.4144146442413,17.14625518462514,0.38065279538142377,False
normal_sustain,6,8,A:maj,A:maj,True,0.9980423450469971,10.176,10.737,0.5609999999999999,93,0.23508310403793214,0.06451612903225806,1201.100100517273,14.322572270373831,0.3394433456287485,False
normal_sustain,6,9,A:min,A:min,True,0.9916120767593384,11.173,11.806,0.6329999999999991,56,0.4279525311936931,0.21428571428571427,994.4295749664307,11.700058730715249,0.3280668592317369,False
normal_sustain,7,0,C:maj,C:maj,True,0.9998863935470581,0.1,0.927,0.8270000000000001,107,0.25576682394906075,0.09345794392523364,1276.4907894134521,13.688451471856673,0.44465932587851614,False
normal_sustain,7,1,F#:min,F#:min,True,0.9923112988471985,1.246,1.983,0.7370000000000001,107,0.20939092748873311,0.11214953271028037,1217.377963066101,10.76319230083449,0.41086184026601563,False
normal_sustain,7,2,B:min,B:min,True,0.9770333170890808,2.38,3.119,0.7390000000000003,112,0.19627202536080018,0.08928571428571429,1318.301817893982,16.240022529124513,0.3417221957719495,False
normal_sustain,7,3,C:min,C:min,True,0.9978640675544739,3.574,4.458,0.8840000000000003,112,0.29073652596560373,0.07142857142857142,1160.0498132705688,7.604304385034683,0.5592013211312632,False
normal_sustain,7,4,G#:dim,G#:dim,True,0.9496912956237793,4.769,5.859,1.0899999999999999,139,0.15728538337115952,0.09352517985611511,1447.5351810455322,16.54859563569946,0.39011847133129585,False
normal_sustain,7,5,F:min,F:min,True,0.8548705577850342,6.252,7.181,0.9290000000000003,132,0.17675733552434622,0.06060606060606061,1279.6865644454956,13.106588548448128,0.40745399731274634,False
normal_sustain,7,6,G:min,G:min,True,0.5625902414321899,7.66,8.724,1.064,140,0.17912287930274345,0.07857142857142857,1232.6730165481567,12.941068988094973,0.398205743186149,False
normal_sustain,7,7,G#:dim,G#:dim,True,0.96742844581604,9.159,10.076,0.9169999999999998,119,0.17199992600028838,0.058823529411764705,1325.1893656253815,16.31830619323911,0.34873740695132127,False
normal_sustain,7,8,C#:min,C#:dim,False,0.3152543604373932,10.429,10.98,0.5510000000000002,98,0.2596097323103137,0.09183673469387756,1093.4326066970825,7.634284602220862,0.493334501326121,True
normal_sustain,7,9,G#:dim,G#:dim,True,0.9921773076057434,11.473,12.483,1.0099999999999998,96,0.20492332286757137,0.07291666666666667,1273.0883631706238,15.830679811661945,0.3373872525090271,False
normal_sustain,8,0,G:dim,G:dim,True,0.999996542930603,0.1,0.815,0.715,106,0.22812096723887149,0.08490566037735849,1123.9171450138092,11.257637548476524,0.41654912514628395,False
normal_sustain,8,1,G:maj,G:maj,True,0.999966025352478,1.23,1.812,0.5820000000000001,91,0.22732382958086395,0.06593406593406594,1290.6360988616943,16.369575747942488,0.3096535648225945,False
normal_sustain,8,2,G:min,G:min,True,0.566973865032196,2.203,3.274,1.0710000000000002,145,0.1656559032850998,0.0896551724137931,1236.2493541240692,13.164538512645512,0.3877212628913733,False
normal_sustain,8,3,A:min,A:min,True,0.9997231364250183,3.748,4.605,0.8570000000000002,116,0.16298764413069325,0.06896551724137931,1200.7189371585846,14.358633191503518,0.33409573289068856,False
normal_sustain,8,4,D#:min,D#:min,True,0.999909520149231,4.988,5.922,0.9339999999999993,128,0.18934214875165506,0.1015625,1144.7798762321472,8.763084527212259,0.48003353494398704,False
normal_sustain,8,5,C#:maj,C#:maj,True,0.9999984502792358,6.353,7.207,0.8540000000000001,114,0.2144435964686354,0.09649122807017543,1327.1036732196808,13.491272433840875,0.441786129208974,False
normal_sustain,8,6,F#:maj,F#:maj,True,0.9993746876716614,7.569,8.183,0.6139999999999999,98,0.21041950842515317,0.10204081632653061,1033.9743218421936,9.160595419404471,0.4214799242468068,False
normal_sustain,8,7,C#:maj,C#:dim,False,0.37542733550071716,8.61,9.249,0.6390000000000011,101,0.2577305158693671,0.09900990099009901,942.3107361793518,8.733428579121764,0.45712630333687226,True
normal_sustain,8,8,F#:maj,B:min,False,0.7143436670303345,9.69,10.348,0.6580000000000013,107,0.20146736668653728,0.08411214953271028,1219.9944245815277,15.356522907918805,0.3530826607694005,True
normal_sustain,8,9,F:maj,F:maj,True,1.0,10.828,11.467,0.6390000000000011,54,0.4333949305483096,0.2037037037037037,945.3458924293518,9.666640471920552,0.33332478484650496,False
normal_sustain,9,0,D#:maj,D#:maj,True,0.8433541655540466,0.101,0.718,0.617,98,0.23101890903405148,0.09183673469387756,1045.0741081237793,10.545699720459027,0.41182699458576083,False
normal_sustain,9,1,F#:min,F#:min,True,0.9861867427825928,1.151,2.203,1.0519999999999998,134,0.15164407957369547,0.08955223880597014,1225.8150956630707,11.309565701453446,0.4070450768562278,False
normal_sustain,9,2,D#:maj,D#:maj,True,0.9918792843818665,2.571,3.352,0.7809999999999997,105,0.274772261068839,0.09523809523809523,1130.3876099586487,10.875303743001876,0.4285203267836886,False
normal_sustain,9,3,C:min,C:min,True,0.9830838441848755,3.695,4.426,0.7310000000000003,109,0.22791096966113983,0.09174311926605505,1136.6960520744324,9.65668519016556,0.4921189818909955,False
normal_sustain,9,4,B:maj,B:maj,True,0.9999994039535522,4.856,5.469,0.6130000000000004,100,0.20358424483549267,0.14,1229.365865945816,16.475959112786658,0.3060640779393084,False
normal_sustain,9,5,G#:min,G#:min,True,0.9993712306022644,5.92,6.642,0.7220000000000004,98,0.21119120279468462,0.11224489795918367,1279.8882620334625,16.476883089069307,0.3026339656046123,False
normal_sustain,9,6,F#:dim,F#:dim,True,0.7020235061645508,6.974,7.84,0.8659999999999997,127,0.16937740955135355,0.07874015748031496,1251.7032461166382,10.95171293372994,0.3972017564318768,False
normal_sustain,9,7,A:dim,A:dim,True,0.897053062915802,8.33,9.228,0.8979999999999997,116,0.14356409279373508,0.10344827586206896,1124.1443355083466,11.422038754798566,0.36668520842329466,False
normal_sustain,9,8,C#:min,C#:min,True,0.7818933129310608,9.562,10.579,1.0170000000000012,140,0.17341055727286636,0.07857142857142857,1334.806945323944,11.51795113829846,0.47744221053631813,False
normal_sustain,9,9,E:maj,E:maj,True,0.9779692888259888,11.054,11.982,0.927999999999999,84,0.26127735932672824,0.11904761904761904,1219.7930898666382,14.572148982112669,0.33874793556270716,False
broken_sustain,0,0,A#:min,A#:min,True,0.40051156282424927,0.1,0.796,0.6960000000000001,111,0.17705807198874707,0.17117117117117117,932.1518476009369,8.036022458638115,0.4550752997495839,False
broken_sustain,0,1,G#:min,G#:min,True,0.9878841042518616,1.282,2.895,1.613,187,0.1388493666156392,0.15508021390374332,1502.958160996437,17.32516554620985,0.3810505794768615,False
broken_sustain,0,2,C:maj,C:maj,True,0.8594736456871033,3.277,4.82,1.5430000000000001,188,0.18367015859141855,0.13297872340425532,1445.6903002262115,13.309530462570057,0.4688960981448325,False
broken_sustain,0,3,C#:min,E:dim,False,0.9370484948158264,5.605,7.71,2.1049999999999995,188,0.2133576424626357,0.1702127659574468,1608.1078720092773,13.508507222766099,0.48797808092538014,True
broken_sustain,0,4,D:dim,C:dim,False,0.9769540429115295,8.082,8.806,0.7239999999999984,160,0.22458607170778144,0.09375,1492.809511423111,13.355892371702785,0.4189961685325148,True
broken_sustain,0,5,C#:min,E:dim,False,0.5731843709945679,9.791,11.244,1.4529999999999994,188,0.23479544634131913,0.15425531914893617,1611.1465258598328,13.426299387885171,0.49089076384644387,True
broken_sustain,0,6,C:maj,C:maj,True,0.6697096228599548,12.038,13.762,1.7240000000000002,188,0.18409094230611264,0.11702127659574468,1422.910828113556,13.130357251398475,0.4623113341137736,False
broken_sustain,0,7,B:min,C:dim,False,0.8651418089866638,14.429,15.985,1.5559999999999992,188,0.17712741192796957,0.10638297872340426,1464.1243240833282,16.775741739125323,0.33618611231599504,True
broken_sustain,0,8,A:min,C#:dim,False,0.7781408429145813,16.479,17.425,0.9460000000000015,132,0.2338490984657517,0.14393939393939395,1246.147171497345,14.035125866916596,0.3354036559268949,True
broken_sustain,0,9,C#:dim,C#:dim,True,0.8284202814102173,17.878,18.936,1.0579999999999998,96,0.38038219329154566,0.20833333333333334,1259.1999597549438,10.070655270763933,0.44311960473774425,False
broken_sustain,1,0,C#:dim,C#:dim,True,0.7262132167816162,0.101,1.841,1.74,188,0.1737835204224265,0.10106382978723404,1540.4385259151459,12.058938451672981,0.4771550194192147,False
broken_sustain,1,1,A:dim,A:dim,True,0.714834451675415,2.694,4.666,1.9720000000000004,188,0.12299853644958013,0.11170212765957446,1321.4839860200882,12.354193978660918,0.4285105948400587,False
broken_sustain,1,2,G:dim,G:dim,True,0.9988448619842529,5.644,7.399,1.755,188,0.13985483139180166,0.0851063829787234,1174.6195437908173,11.383274387800451,0.4562409975778219,False
broken_sustain,1,3,C#:maj,C#:maj,True,0.9039246439933777,7.707,9.601,1.894000000000001,188,0.18770066407866887,0.1595744680851064,1506.6736583709717,13.949539095773817,0.46508609128171774,False
broken_sustain,1,4,C#:dim,C#:dim,True,0.8056680560112,10.194,11.038,0.8439999999999994,129,0.2780221011323644,0.06976744186046512,1068.2659623622894,9.960610620383747,0.4175524264729188,False
broken_sustain,1,5,C:dim,C:dim,True,0.9903308153152466,11.566,13.136,1.5699999999999985,188,0.18979220345097073,0.09042553191489362,1507.0117497444153,10.860000370318353,0.49668638474248694,False
broken_sustain,1,6,C:maj,C:dim,False,0.42562076449394226,13.621,15.414,1.7929999999999993,188,0.20079118827157555,0.09574468085106383,1354.7346549034119,13.894150349570523,0.5008898551637956,True
broken_sustain,1,7,G#:dim,C:dim,False,0.823505699634552,15.753,16.911,1.1580000000000013,180,0.16683036664094725,0.07222222222222222,1464.0042612552643,16.361758095064264,0.4112523897212923,True
broken_sustain,1,8,G#:maj,C:dim,False,0.35747405886650085,17.67,19.122,1.4519999999999982,173,0.1516225773220093,0.12716763005780346,1208.9752125740051,11.933179603499433,0.4302704382829098,True
broken_sustain,1,9,E:min,E:min,True,0.9999992847442627,19.516,20.752,1.2360000000000007,112,0.22873778924526184,0.19642857142857142,1270.7876818180084,15.090724579387956,0.3758207378740999,False
broken_sustain,2,0,F:maj,F#:maj,False,0.48736539483070374,0.103,1.872,1.7690000000000001,188,0.16032780521362897,0.10106382978723404,1408.6987307071686,13.398983990788587,0.4063787564112867,True
broken_sustain,2,1,D:maj,C:dim,False,0.9565361738204956,2.763,4.082,1.319,188,0.19268446782875523,0.12234042553191489,1378.0390839576721,10.562548825740157,0.45577204711846886,True
broken_sustain,2,2,D:min,D:min,True,0.5050886869430542,5.066,7.203,2.1370000000000005,188,0.1848342409557013,0.1702127659574468,1564.9009618759155,13.605208103316372,0.4628004637275468,False
broken_sustain,2,3,G:dim,G:dim,True,0.9998243451118469,7.873,8.711,0.8380000000000001,123,0.2214173622592222,0.21951219512195122,1205.9138143062592,11.224942630150451,0.4437327694291827,False
broken_sustain,2,4,G:dim,G:dim,True,0.9983701109886169,9.185,10.33,1.1449999999999996,188,0.17723477638806842,0.12234042553191489,1364.1243643760681,11.970022905369914,0.4713850685859204,False
broken_sustain,2,5,C#:maj,C#:maj,True,0.9996156692504883,11.295,12.005,0.7100000000000009,126,0.2545132704213813,0.07936507936507936,1390.6656022071838,13.287193590752928,0.463749269978546,False
broken_sustain,2,6,A#:maj,C:dim,False,0.7721199989318848,12.632,13.735,1.1029999999999998,174,0.20811135171040124,0.12643678160919541,1264.3597128391266,10.639647175309737,0.4460829476842858,True
broken_sustain,2,7,C:maj,C:maj,True,0.7965297102928162,14.488,15.932,1.4440000000000008,188,0.15300840034581908,0.11170212765957446,1476.7301326990128,13.811711529894113,0.5077367485778898,False
broken_sustain,2,8,D:maj,C:dim,False,0.6840234994888306,16.529,18.182,1.6529999999999987,188,0.14493113970529234,0.0851063829787234,1418.099904537201,12.49292776912922,0.4633685936274221,True
broken_sustain,2,9,C:min,C:min,True,0.9212168455123901,18.541,20.759,2.218,188,0.15972954391822752,0.1276595744680851,1437.8341866731644,14.065147539204988,0.5252233801534821,False
broken_sustain,3,0,C#:dim,C#:dim,True,0.9929556846618652,0.1,0.824,0.724,153,0.1980315791788584,0.17647058823529413,1368.6049835681915,11.235122620073206,0.47664149095333624,False
broken_sustain,3,1,C#:maj,C#:maj,True,0.9981845021247864,1.737,3.915,2.178,188,0.16021296048960645,0.11170212765957446,1553.6098659038544,15.262053664116758,0.4656432101439209,False
broken_sustain,3,2,F#:min,F#:min,True,0.9264780282974243,4.508,5.93,1.4219999999999997,188,0.11260420520124868,0.06914893617021277,1301.875606894493,11.737359117251525,0.4045729786464687,False
broken_sustain,3,3,B:dim,B:dim,True,0.9695845246315002,6.798,8.474,1.6760000000000002,188,0.1029358019033231,0.11170212765957446,1294.0083031654358,15.632066728649411,0.3680598475716415,False
broken_sustain,3,4,A#:min,A#:min,True,0.4388093650341034,9.028,10.196,1.1679999999999993,140,0.1479358614757612,0.18571428571428572,973.9048155546188,8.769799044903268,0.4229386110504307,False
broken_sustain,3,5,F#:dim,C:dim,False,0.42407435178756714,10.519,12.019,1.5,188,0.10376478042761952,0.12234042553191489,1299.3807322978973,11.535381845174937,0.40540245707017236,True
broken_sustain,3,6,B:min,B:min,True,0.987586259841919,12.958,14.219,1.2609999999999992,176,0.11297097841321421,0.09090909090909091,1276.169231414795,16.861893230221963,0.3266798320150266,False
broken_sustain,3,7,G:maj,G:maj,True,0.9891343712806702,14.828,16.549,1.721,188,0.10277369742518105,0.05319148936170213,1338.4877866506577,17.537968559938108,0.31114914612218003,False
broken_sustain,3,8,C:dim,C:dim,True,0.9431111812591553,16.991,18.468,1.4770000000000003,188,0.13336049250408522,0.1702127659574468,1303.328854560852,9.911530120633225,0.48471526853598346,False
broken_sustain,3,9,F#:maj,F#:maj,True,0.9776968955993652,19.034,20.421,1.3870000000000005,129,0.15717983817907366,0.09302325581395349,1036.98608481884,9.635257736723075,0.3880227563949862,False
broken_sustain,4,0,C:min,C:min,True,0.9288159012794495,0.1,2.162,2.062,188,0.16843395991715604,0.12234042553191489,1404.738254070282,14.260847748019838,0.5265951160438948,False
broken_sustain,4,1,B:dim,B:dim,True,0.9933851361274719,2.504,4.356,1.8519999999999999,188,0.14287162834154502,0.10106382978723404,1406.0954699516296,15.827481809107509,0.410174880405611,False
broken_sustain,4,2,C:min,C:min,True,0.5783808827400208,4.771,6.373,1.6020000000000003,186,0.20219008054095255,0.12903225806451613,1307.1279470920563,9.025124019290809,0.583584162970351,False
broken_sustain,4,3,C:maj,C#:dim,False,0.5391139388084412,6.756,7.646,0.8899999999999997,133,0.2603539570812511,0.16541353383458646,1417.9097843170166,14.506622946806983,0.4741270371406815,True
broken_sustain,4,4,D#:dim,D#:dim,True,0.7057668566703796,8.181,9.055,0.8740000000000006,150,0.21358154458288423,0.15333333333333332,1451.434709072113,10.90381347848073,0.47389379133712933,False
